name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
VSTi: Quilcom Chaos v1.03 (Rex Basterfield),Quilcom Chaos v1.03,Rex Basterfield,VSTI,True,Instrument/Synth/Chaotic,Instrument; Instrument/Synth/Chaotic; InstrumentTag/chaotic; InstrumentTag/experimental,Instrument/Synth/Chaotic,high,False,Instrument/Synth/Chaotic,Instrument;Instrument/Synth/Chaotic;InstrumentTag/chaotic;InstrumentTag/experimental,Instrument/Synth/Chaotic,high,False,False,,1032,C:\Program Files\Common Files\VST2\Quilcom-Chaos_Win64\Quilcom Chaos v1.03 (64).dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Synth/Chaotic,chaotic;experimental,high,Quilcom CHAOS is a chaotic-oscillation synth.,chaotic;experimental,high,Quilcom CHAOS is a chaotic-oscillation synth.,False,0.0,False,rex basterfield|quilcom chaos v1.03,True,,True,instrument format,True,auto_strict
VST: Quilcom GONGVERB v1.00 (Rex Basterfield),Quilcom GONGVERB v1.00,Rex Basterfield,VST,False,Utility/Routing,Utility/Routing,,high,False,Reverb/Ambience_Experimental,Reverb/Ambience_Experimental;Utility/Routing,,high,False,True,[patch:IFLS_v11_6_DAY22_BLOCK22_PATCH_20260130_205952.zip]turn2search7;turn3search1 | Experimental/novelty reverb.,1033,C:\Program Files\Common Files\VST2\Quilcom-GONGVERB_(64)\Quilcom GONGVERB v1.00 (64).dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,1.5,False,rex basterfield|quilcom gongverb v1.00,True,,False,web,True,web
VSTi: Quilcom PTS v1.002 (Rex Basterfield),Quilcom PTS v1.002,Rex Basterfield,VSTI,True,Instrument/Other,Instrument; Instrument/Other,Instrument/Other,high,False,Instrument/DrumPercussion,Instrument/DrumPercussion;Instrument;Instrument/Other;Instrument/Drums;Percussion,Instrument/DrumPercussion,high,False,False,Instrument type refined.,1034,C:\Program Files\Common Files\VST2\Quilcom-PTS_Win64\Quilcom PTS v1.002 (64).dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Other,,low,Insufficient signal in name; needs review.,,low,Insufficient signal in name; needs review.,False,0.0,False,rex basterfield|quilcom pts v1.002,True,,True,instrument format,True,auto_strict
VSTi: Quilcom SIM-DJEMBE v1.00 (Rex Basterfield),Quilcom SIM-DJEMBE v1.00,Rex Basterfield,VSTI,True,Instrument/Other,Instrument; Instrument/Other,Instrument/Other,high,False,Instrument/DrumPercussion,Instrument/DrumPercussion;Instrument;Instrument/Other;Instrument/Drums;Percussion,Instrument/DrumPercussion,high,False,False,Instrument type refined.,1035,C:\Program Files\Common Files\VST2\Quilcom_SIM-DJEMBE_(64)\Quilcom SIM-DJEMBE v1.00 (64).dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Other,,low,Insufficient signal in name; needs review.,,low,Insufficient signal in name; needs review.,False,0.0,False,rex basterfield|quilcom sim-djembe v1.00,True,,True,instrument format,True,auto_strict
VSTi: Quilcom SIM-DUNUN v1.001 (Rex Basterfield),Quilcom SIM-DUNUN v1.001,Rex Basterfield,VSTI,True,Instrument/Other,Instrument; Instrument/Other,Instrument/Other,high,False,Instrument/DrumPercussion,Instrument/DrumPercussion;Instrument;Instrument/Other;Instrument/Drums;Percussion,Instrument/DrumPercussion,high,False,False,Instrument type refined.,1036,C:\Program Files\Common Files\VST2\Quilcom_SIM-DUNUN_(64)\Quilcom SIM-DUNUN v1.001 (64).dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Other,,low,Insufficient signal in name; needs review.,,low,Insufficient signal in name; needs review.,False,0.0,False,rex basterfield|quilcom sim-dunun v1.001,True,,True,instrument format,True,auto_strict
VSTi: Quilcom SIM-RHYTHMICON v1.00 (Rex Basterfield),Quilcom SIM-RHYTHMICON v1.00,Rex Basterfield,VSTI,True,Instrument/Drums/DrumMachine,Drums; Instrument; Instrument/Drums/DrumMachine; InstrumentTag/drum-machine; InstrumentTag/drums; Synth,Instrument/Drums/DrumMachine,high,False,Instrument/Drums/DrumMachine,Drums;Instrument;Instrument/Drums/DrumMachine;InstrumentTag/drum-machine;InstrumentTag/drums;Synth,Instrument/Drums/DrumMachine,high,False,False,,1037,C:\Program Files\Common Files\VST2\Quilcom-SIM-RHYTHMICON_(64)\Quilcom SIM-RHYTHMICON v1.00 (64).dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Drums/DrumMachineOrSynth,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,Instrument/Drums/DrumMachineOrSynth,Drums;Instrument;Synth,Instrument/Drums/DrumMachineOrSynth,"['Drums', 'Instrument', 'Synth']",Instrument/Drums/DrumMachine,drum-machine;drums,medium,Name indicates a drum machine / rhythm box.,drum-machine;drums,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Drums/DrumMachineOrSynth → Instrument/Drums/DrumMachine.,False,0.0,False,rex basterfield|quilcom sim-rhythmicon v1.00,True,,True,instrument format,True,auto_strict
VST3: Rare (AnalogObsession),Rare,AnalogObsession,VST3,False,ChannelStrip,ChannelStrip,,high,False,ChannelStrip,ChannelStrip,,high,False,False,,1038,C:\Program Files\Common Files\VST3\Rare.vst3\Contents\x86_64-win\Rare.vst3,MultiFX/ChannelStrip,MultiFX/ChannelStrip,ChannelStrip,ChannelStrip,Tracks;Bus,v6 multix,No strong keyword match; needs review.; Existing category indicates channelstrip.,,,,,ChannelStrip,ChannelStrip,ChannelStrip,['ChannelStrip'],,,,,,,,False,0.0,False,analogobsession|rare,True,,True,name/format heuristic,True,auto_strict
VST3: RareSE (AnalogObsession),RareSE,AnalogObsession,VST3,False,ChannelStrip,ChannelStrip,,high,False,ChannelStrip,ChannelStrip,,high,False,False,,1039,C:\Program Files\Common Files\VST3\RareSE.vst3\Contents\x86_64-win\RareSE.vst3,MultiFX/ChannelStrip,MultiFX/ChannelStrip,ChannelStrip,ChannelStrip,Tracks;Bus,v6 multix,No strong keyword match; needs review.; Existing category indicates channelstrip.,,,,,ChannelStrip,ChannelStrip,ChannelStrip,['ChannelStrip'],,,,,,,,False,0.0,False,analogobsession|rarese,True,,True,name/format heuristic,True,auto_strict
VST: Raum (Native Instruments GmbH),Raum,Native Instruments GmbH,VST,False,Reverb,Reverb,,high,False,Reverb,Reverb,,high,False,False,,1040,C:\Program Files\VSTPlugins\Acon Digital\Raum.dll,Reverb,Reverb,Reverb,Reverb,FX bus,v6 reverb,No strong keyword match; needs review.; Existing reverb category.,,,,,Reverb,Reverb,Reverb,['Reverb'],,,,,,,,False,0.8,False,native instruments gmbh|raum,True,,True,name/format heuristic,True,auto_strict
VST3: Raum (Native Instruments),Raum,Native Instruments,VST3,False,Reverb,Reverb,,high,False,Reverb,Reverb,,high,False,False,,1041,C:\Program Files\Common Files\VST3\Raum.vst3,Reverb,Reverb,Reverb,Reverb,FX bus,v6 reverb,No strong keyword match; needs review.; Existing reverb category.,,,,,Reverb,Reverb,Reverb,['Reverb'],,,,,,,,False,0.8,False,native instruments|raum,True,,True,name/format heuristic,True,auto_strict
VST: RawGlitters (airwindows),RawGlitters,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Saturation/General,Saturation;Saturation/General,,high,False,False,,1042,C:\Program Files\Common Files\VST2\Airwindows\RawGlitters64.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,0.0,False,airwindows|rawglitters,True,,True,name/format heuristic,True,auto_strict
VST: RawTimbers (airwindows),RawTimbers,airwindows,VST,False,Mastering/Dither,Mastering/Dither,,high,False,Mastering/Dither,Mastering/Dither,,high,False,False,,1043,C:\Program Files\Common Files\VST2\Airwindows\RawTimbers64.dll,Saturation/Distortion,Saturation/Distortion,Mastering/Dither,Mastering/Dither,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Mastering/Dither,Mastering/Dither,Mastering/Dither,['Mastering/Dither'],,,,,,,,False,0.0,False,airwindows|rawtimbers,True,,True,name/format heuristic,True,auto_strict
VST: ReaCast (Cockos),ReaCast,Cockos,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1044,C:\Program Files\REAPER (x64)\Plugins\FX\reacast.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reacast,True,,True,name/format heuristic,True,auto_strict
VST: ReaComp (Cockos),ReaComp,Cockos,VST,False,Dynamics/Compressor,Dynamics; Dynamics/Compressor,,high,False,Dynamics/Compressor,Dynamics;Dynamics/Compressor,,high,False,False,,1045,C:\Program Files\REAPER (x64)\Plugins\FX\reacomp.dll,Dynamics,Dynamics,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Control,compressor keyword,Name indicates compressor.,,,,,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Dynamics/Compressor,"['Dynamics', 'Dynamics/Compressor']",,,,,,,,False,0.0,False,cockos|reacomp,True,,True,comp_kw,True,auto_strict
VST: ReaComp (ReaPlugs Edition) (Cockos),ReaComp (ReaPlugs Edition),Cockos,VST,False,Dynamics/Compressor,Dynamics; Dynamics/Compressor,,high,False,Dynamics/Compressor,Dynamics;Dynamics/Compressor,,high,False,False,,1046,C:\Program Files\Common Files\VST2\VSTPlugins\reacomp-standalone.dll,Dynamics,Dynamics,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Control,compressor keyword,Name indicates compressor.,,,,,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Dynamics/Compressor,"['Dynamics', 'Dynamics/Compressor']",,,,,,,,False,0.0,False,cockos|reacomp (reaplugs edition),True,,True,comp_kw,True,auto_strict
VST: ReaControlMIDI (Cockos),ReaControlMIDI,Cockos,VST,False,MIDI/Sequencing,MIDI/Sequencing; Utility/Routing,,high,False,MIDI/Sequencing,MIDI/Sequencing;Utility/Routing,,high,False,False,,1047,C:\Program Files\REAPER (x64)\Plugins\FX\reacontrolmidi.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reacontrolmidi,True,,True,name/format heuristic,True,auto_strict
VST: ReaControlMIDI (ReaPlugs editio (Cockos),ReaControlMIDI (ReaPlugs editio,Cockos,VST,False,MIDI/Sequencing,MIDI/Sequencing; Utility/Routing,,high,False,MIDI/Sequencing,MIDI/Sequencing;Utility/Routing,,high,False,False,,1048,C:\Program Files\Common Files\VST2\VSTPlugins\reacontrolmidi-standalone.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reacontrolmidi (reaplugs editio,True,,True,name/format heuristic,True,auto_strict
VST: ReaDelay (Cockos),ReaDelay,Cockos,VST,False,Delay/Echo,Delay; Delay/Echo,,high,False,Delay/Echo,Delay;Delay/Echo,,high,False,False,,1049,C:\Program Files\REAPER (x64)\Plugins\FX\readelay.dll,Delay,Delay,Delay,Delay,FX,v6 delay,Name indicates delay/echo.,,,,,Delay,Delay,Delay,['Delay'],,,,,,,,False,0.0,False,cockos|readelay,True,,True,delay_kw,True,auto_strict
VST: ReaDelay (ReaPlugs Edition) (Cockos),ReaDelay (ReaPlugs Edition),Cockos,VST,False,Delay/Echo,Delay; Delay/Echo,,high,False,Delay/Echo,Delay;Delay/Echo,,high,False,False,,1050,C:\Program Files\Common Files\VST2\VSTPlugins\readelay-standalone.dll,Delay,Delay,Delay,Delay,FX,v6 delay,Name indicates delay/echo.,,,,,Delay,Delay,Delay,['Delay'],,,,,,,,False,0.0,False,cockos|readelay (reaplugs edition),True,,True,delay_kw,True,auto_strict
VST: ReaEQ (Cockos),ReaEQ,Cockos,VST,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1051,C:\Program Files\REAPER (x64)\Plugins\FX\reaeq.dll,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,cockos|reaeq,True,,True,eq_kw,True,auto_strict
VST: ReaEQ (ReaPlugs Edition) (Cockos),ReaEQ (ReaPlugs Edition),Cockos,VST,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1052,C:\Program Files\Common Files\VST2\VSTPlugins\reaeq-standalone.dll,EQ/Filter,EQ/Filter,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,0.0,False,cockos|reaeq (reaplugs edition),True,,True,eq_kw,True,auto_strict
VST: ReaFir (FFT EQ+Dynamics Processor) (Cockos),ReaFir (FFT EQ+Dynamics Processor),Cockos,VST,False,Utility/Noise,EQ/Dynamic; EQ/Match; Utility/Noise,,high,False,Utility/Noise,EQ/Dynamic;EQ/Match;Utility/Noise,,high,False,False,,1053,C:\Program Files\REAPER (x64)\Plugins\FX\reafir.dll,EQ/Filter,EQ/Filter; Metering/Analysis,Utility/Noise,Utility/Noise;EQ/Match;EQ/Dynamic,Utility/Noise;Mastering;Bus/Tracks,verified: noise reduction / EQ / de-noise,,,,,,Utility/Noise,Utility/Noise;EQ/Match;EQ/Dynamic,Utility/Noise,"['Utility/Noise', 'EQ/Match', 'EQ/Dynamic']",,,,,,,,False,0.9,False,cockos|reafir (fft eq+dynamics processor),True,,True,name/format heuristic,True,auto_strict
VST: ReaFir (ReaPlugs Edition) (Cockos),ReaFir (ReaPlugs Edition),Cockos,VST,False,Utility/Noise,EQ/Dynamic; EQ/Match; Utility/Noise,,high,False,Restoration/De-noise_De-hiss,EQ/Dynamic;EQ/Match;Utility/Noise,,high,False,True,,1054,C:\Program Files\Common Files\VST2\VSTPlugins\reafir_standalone.dll,EQ/Filter,EQ/Filter,Utility/Noise,Utility/Noise;EQ/Match;EQ/Dynamic,Utility/Noise;Mastering;Bus/Tracks,verified: noise reduction / EQ / de-noise,,,,,,Utility/Noise,Utility/Noise;EQ/Match;EQ/Dynamic,Utility/Noise,"['Utility/Noise', 'EQ/Match', 'EQ/Dynamic']",,,,,,,,False,0.0,False,cockos|reafir (reaplugs edition),True,,False,,True,web
VST: ReaGate (Cockos),ReaGate,Cockos,VST,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,False,,1055,C:\Program Files\REAPER (x64)\Plugins\FX\reagate.dll,Gate/TranceGate,Dynamics; Gate/TranceGate,Dynamics/GateExpander,Dynamics/GateExpander,Bus/Groups;Bus/Tracks,gate keyword,,,,,,Dynamics/GateExpander,Dynamics/GateExpander,Dynamics/GateExpander,['Dynamics/GateExpander'],,,,,,,,False,0.0,False,cockos|reagate,True,,True,keyword: gate/expander,True,auto_strict
VST: ReaGate (ReaPlugs Edition) (Cockos),ReaGate (ReaPlugs Edition),Cockos,VST,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,False,,1056,C:\Program Files\Common Files\VST2\VSTPlugins\reagate-standalone.dll,Gate/TranceGate,Dynamics; Gate/TranceGate,Dynamics/GateExpander,Dynamics/GateExpander,Bus/Groups;Bus/Tracks,gate keyword,,,,,,Dynamics/GateExpander,Dynamics/GateExpander,Dynamics/GateExpander,['Dynamics/GateExpander'],,,,,,,,False,0.0,False,cockos|reagate (reaplugs edition),True,,True,keyword: gate/expander,True,auto_strict
VST: ReaInsert (Cockos),ReaInsert,Cockos,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1057,C:\Program Files\REAPER (x64)\Plugins\FX\reainsert.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reainsert,True,,True,name/format heuristic,True,auto_strict
VST: ReaJS (Cockos),ReaJS,Cockos,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1058,C:\Program Files\Common Files\VST2\VSTPlugins\reajs.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reajs,True,,True,name/format heuristic,True,auto_strict
VST: ReaLimit (Cockos),ReaLimit,Cockos,VST,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,,high,False,False,,1059,C:\Program Files\REAPER (x64)\Plugins\FX\realimit.dll,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter']",,,,,,,,False,0.0,False,cockos|realimit,True,,True,name/format heuristic,True,auto_strict
VST: ReaNINJAM (Cockos),ReaNINJAM,Cockos,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1060,C:\Program Files\REAPER (x64)\Plugins\FX\reaninjam.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reaninjam,True,,True,name/format heuristic,True,auto_strict
VST: ReaPitch (Cockos),ReaPitch,Cockos,VST,False,Pitch/Pitch shift,Pitch; Pitch/Pitch shift,,high,False,Pitch/PitchShift,Pitch;Pitch/Pitch shift;Pitch/PitchShift,,high,False,True,,1061,C:\Program Files\REAPER (x64)\Plugins\FX\reapitch.dll,Pitch/Time,Pitch/Time,Pitch: Pitch shift,Pitch,FX,v6 pitch/time,No strong keyword match; needs review.; Existing pitch category.,,,,,Pitch: Pitch shift,Pitch,Pitch/Pitch shift,['Pitch'],,,,,,,,False,0.0,False,cockos|reapitch,True,,False,web,True,web
VSTi: ReaSamplOmatic5000 (Cockos),ReaSamplOmatic5000,Cockos,VSTI,True,Instrument/Sampler/DrumSampler,Amp; Guitar/Amp_Cab; Instrument; Instrument/Sampler/DrumSampler; InstrumentTag/one-shot; InstrumentTag/sampler,Instrument/Sampler/DrumSampler,high,False,Instrument/Sampler/DrumSampler,Amp;Guitar/Amp_Cab;Instrument;Instrument/Sampler/DrumSampler;InstrumentTag/one-shot;InstrumentTag/sampler,Instrument/Sampler/DrumSampler,high,False,False,,1062,C:\Program Files\REAPER (x64)\Plugins\FX\reasamplomatic.dll,Instruments,Instruments,Guitar: Amp/Cab,Amp;Guitar: Amp/Cab,Guitar,override v6->Amp/Cab/Guitar by name keyword | v6 amp,Name indicates amp/cab processing.,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Amp;Guitar: Amp/Cab;Instrument,Instrument/Other,"['Amp', 'Guitar/Amp_Cab', 'Instrument']",Instrument/Sampler/DrumSampler,one-shot;sampler,high,Cockos ReaSamplOmatic5000 is a sampler (drum rack style).,one-shot;sampler,high,Cockos ReaSamplOmatic5000 is a sampler (drum rack style).,False,0.8,False,cockos|reasamplomatic5000,True,,True,name/format heuristic,True,auto_strict
VST: ReaStream (Cockos) (8ch),ReaStream (Cockos) (8ch),Cockos,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1063,C:\Program Files\REAPER (x64)\Plugins\FX\reastream.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reastream (cockos) (8ch),True,,True,name/format heuristic,True,auto_strict
VST: ReaStream (ReaPlugs Edition) (Cockos),ReaStream (ReaPlugs Edition),Cockos,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,1064,C:\Program Files\Common Files\VST2\VSTPlugins\reastream-standalone.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,cockos|reastream (reaplugs edition),True,,True,name/format heuristic,True,auto_strict
VST: ReaSurround (Cockos),ReaSurround,Cockos,VST,False,Spatial/Stereo Tool,Spatial; Spatial/Stereo Tool,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Spatial;Spatial/Stereo Tool,,high,False,False,,1065,C:\Program Files\REAPER (x64)\Plugins\FX\reasurround.dll,Spatial/Imaging,Spatial/Imaging,Spatial: Stereo Tool,Spatial,Width,v6 spatial,No strong keyword match; needs review.; Stereo imaging tool.,,,,,Spatial: Stereo Tool,Spatial,Spatial/Stereo Tool,['Spatial'],,,,,,,,False,0.0,False,cockos|reasurround,True,,True,name/format heuristic,True,auto_strict
VST: ReaSurroundPan (Cockos),ReaSurroundPan,Cockos,VST,False,Spatial/Stereo Tool,Spatial/Stereo Tool; Stereo; Utility,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Spatial/Stereo Tool;Stereo;Utility,,high,False,False,,1066,C:\Program Files\REAPER (x64)\Plugins\FX\reasurround2.dll,Spatial/Imaging,Spatial/Imaging,Spatial: Stereo Tool,Spatial: Stereo Tool;Stereo;Utility,Width,v6 spatial,Name indicates stereo imaging.,,,,,Spatial: Stereo Tool,Spatial: Stereo Tool;Stereo;Utility,Spatial/Stereo Tool,"['Spatial/Stereo Tool', 'Stereo', 'Utility']",,,,,,,,False,0.0,False,cockos|reasurroundpan,True,,True,name/format heuristic,True,auto_strict
VSTi: ReaSynDr (Cockos) (4 out),ReaSynDr,Cockos,VSTI,True,Instrument/Drums/DrumSynth,Instrument; Instrument/Drums/DrumSynth; InstrumentTag/drums; InstrumentTag/synth,Instrument/Drums/DrumSynth,high,False,Instrument/Drums/DrumSynth,Instrument;Instrument/Drums/DrumSynth;InstrumentTag/drums;InstrumentTag/synth,Instrument/Drums/DrumSynth,high,False,False,,1067,C:\Program Files\REAPER (x64)\Plugins\FX\reasyndr.dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Other,Instrument,medium,Insufficient info in name/vendor; kept as Instrument/Other.,Instrument/Other,Instrument,Instrument/Other,['Instrument'],Instrument/Drums/DrumSynth,drums;synth,high,Cockos ReaSynDr is a drum synth.,drums;synth,high,Cockos ReaSynDr is a drum synth.,False,0.0,False,cockos|reasyndr,True,,True,instrument format,True,auto_strict
VSTi: ReaSynth (Cockos),ReaSynth,Cockos,VSTI,True,Instrument/Synth/Subtractive_VA,Instrument; Instrument/Synth/Subtractive_VA; InstrumentTag/Instrument; InstrumentTag/Subtractive; InstrumentTag/Synth; Subtractive; Synth,Instrument/Synth/Subtractive_VA,high,False,Instrument/Synth/Subtractive_VA,Instrument;Instrument/Synth/Subtractive_VA;InstrumentTag/Instrument;InstrumentTag/Subtractive;InstrumentTag/Synth;Subtractive;Synth,Instrument/Synth/Subtractive_VA,high,False,False,,1068,C:\Program Files\REAPER (x64)\Plugins\FX\reasynth.dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Synth/Subtractive_VA,Instrument;Synth;Subtractive,medium,Generic synth keywords; assuming subtractive/VA.,Instrument/Synth/Subtractive_VA,Instrument;Subtractive;Synth,Instrument/Synth/Subtractive_VA,"['Instrument', 'Subtractive', 'Synth']",Instrument/Synth/Subtractive_VA,subtractive;synth,high,Cockos ReaSynth is a basic subtractive synth.,Instrument;Synth;Subtractive,medium,Generic synth keywords; assuming subtractive/VA.,False,0.0,False,cockos|reasynth,True,,True,instrument format,True,auto_strict
VST: ReaTune (Cockos),ReaTune,Cockos,VST,False,Pitch/Pitch shift,Pitch; Pitch/Pitch shift,,high,False,Pitch/PitchShift,Pitch;Pitch/Pitch shift;Pitch/PitchShift,,high,False,True,,1069,C:\Program Files\REAPER (x64)\Plugins\FX\reatune.dll,Pitch/Time,Pitch/Time,Pitch: Pitch shift,Pitch,FX,v6 pitch/time,No strong keyword match; needs review.; Existing pitch category.,,,,,Pitch: Pitch shift,Pitch,Pitch/Pitch shift,['Pitch'],,,,,,,,False,0.0,False,cockos|reatune,True,,False,web,True,web
VST: ReaVerb (Cockos),ReaVerb,Cockos,VST,False,Reverb,Reverb,,high,False,Reverb,Reverb,,high,False,False,,1070,C:\Program Files\REAPER (x64)\Plugins\FX\reaverb.dll,Reverb,Reverb,Reverb,Reverb,Space,v6 reverb,Name indicates reverb.,,,,,Reverb,Reverb,Reverb,['Reverb'],,,,,,,,False,0.0,False,cockos|reaverb,True,,True,name/format heuristic,True,auto_strict
VST: ReaVerbate (Cockos),ReaVerbate,Cockos,VST,False,Reverb,Reverb,,high,False,Reverb,Reverb,,high,False,False,,1071,C:\Program Files\REAPER (x64)\Plugins\FX\reaverbate.dll,Reverb,Reverb,Reverb,Reverb,Space,v6 reverb,Name indicates reverb.,,,,,Reverb,Reverb,Reverb,['Reverb'],,,,,,,,False,0.0,False,cockos|reaverbate,True,,True,name/format heuristic,True,auto_strict
