idx,name,short_name,vendor,format,format_inferred,format_mismatch,multi_family_group,preferred_family,is_preferred_family,ident,ident_norm,ident_has_contents,ident_is_normalized,primary_category_v11,verified_v11,web_verified_v11,verified_auto_strict_v11
707,VST: Melt (airwindows),Melt,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Melt64.dll,c:\program files\common files\vst2\airwindows\melt64.dll,False,True,Reverb/Algorithmic,True,False,True
708,VST3: MEqualizer (MeldaProduction),MEqualizer,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MEqualizer.vst3,c:\program files\common files\vst3\meldaproduction\eq\mequalizer.vst3,False,True,EQ/Parametric,True,False,True
709,VST: MEqualizer (MeldaProduction),MEqualizer,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\EQ\MEqualizer.dll,c:\program files\vstplugins\meldaproduction\eq\mequalizer.dll,False,True,EQ/Parametric,True,False,True
710,VST3: MEqualizerLP (MeldaProduction),MEqualizerLP,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MEqualizerLP.vst3,c:\program files\common files\vst3\meldaproduction\eq\mequalizerlp.vst3,False,True,EQ/Parametric,True,False,True
711,VST: MEqualizerLP (MeldaProduction),MEqualizerLP,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\EQ\MEqualizerLP.dll,c:\program files\vstplugins\meldaproduction\eq\mequalizerlp.dll,False,True,EQ/Parametric,True,False,True
712,VST3: MERICA (AnalogObsession),MERICA,AnalogObsession,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\MERICA.vst3\Contents\x86_64-win\MERICA.vst3,c:\program files\common files\vst3\merica.vst3,True,False,ChannelStrip,True,False,True
713,VST3: Metronome (Steinberg Media Technologies),Metronome,Steinberg Media Technologies,VST3,VST3,False,False,VST3,True,C:\Program Files\Steinberg\HALion Sonic\VST3\metronome.vst3,c:\program files\steinberg\halion sonic\vst3\metronome.vst3,False,True,Utility/Tempo,True,True,False
714,VST3: MFilter (MeldaProduction),MFilter,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MFilter.vst3,c:\program files\common files\vst3\meldaproduction\filter\mfilter.vst3,False,True,Filter/Multimode,True,False,True
715,VST: MFilter (MeldaProduction),MFilter,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Filter\MFilter.dll,c:\program files\vstplugins\meldaproduction\filter\mfilter.dll,False,True,Filter/Multimode,True,False,True
716,VST3: MFlanger (MeldaProduction),MFlanger,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFlanger.vst3,c:\program files\common files\vst3\meldaproduction\modulation\mflanger.vst3,False,True,Modulation/Flanger,True,False,True
717,VST: MFlanger (MeldaProduction),MFlanger,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MFlanger.dll,c:\program files\vstplugins\meldaproduction\modulation\mflanger.dll,False,True,Modulation/Flanger,True,False,True
718,VST: MFlangerMB (MeldaProduction),MFlangerMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MFlangerMB.dll,c:\program files\vstplugins\meldaproduction\modulation\mflangermb.dll,False,True,Modulation/Flanger,True,False,True
719,VST3: MFlangerMB (MeldaProduction),MFlangerMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFlangerMB.vst3,c:\program files\common files\vst3\meldaproduction\modulation\mflangermb.vst3,False,True,Modulation/Flanger,True,False,True
720,VST3: MFreeformAnalogEq (MeldaProduction),MFreeformAnalogEq,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MFreeformAnalogEq.vst3,c:\program files\common files\vst3\meldaproduction\eq\mfreeformanalogeq.vst3,False,True,EQ/Parametric,True,False,True
721,VST: MFreeformAnalogEq (MeldaProduction),MFreeformAnalogEq,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\EQ\MFreeformAnalogEq.dll,c:\program files\vstplugins\meldaproduction\eq\mfreeformanalogeq.dll,False,True,EQ/Parametric,True,False,True
722,VST: MFreeformEqualizer (MeldaProduction),MFreeformEqualizer,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\EQ\MFreeformEqualizer.dll,c:\program files\vstplugins\meldaproduction\eq\mfreeformequalizer.dll,False,True,EQ/Parametric,True,False,True
723,VST3: MFreeformEqualizer (MeldaProduction),MFreeformEqualizer,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MFreeformEqualizer.vst3,c:\program files\common files\vst3\meldaproduction\eq\mfreeformequalizer.vst3,False,True,EQ/Parametric,True,False,True
724,VST3: MFreeformPhase (MeldaProduction),MFreeformPhase,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MFreeformPhase.vst3,c:\program files\common files\vst3\meldaproduction\tools\mfreeformphase.vst3,False,True,Utility/Phase,True,True,False
725,VST: MFreeformPhase (MeldaProduction),MFreeformPhase,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MFreeformPhase.dll,c:\program files\vstplugins\meldaproduction\tools\mfreeformphase.dll,False,True,Utility/Phase,True,True,False
726,VST: MFreqShifter (MeldaProduction),MFreqShifter,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MFreqShifter.dll,c:\program files\vstplugins\meldaproduction\modulation\mfreqshifter.dll,False,True,Modulation/FrequencyShifter,True,False,True
727,VST3: MFreqShifter (MeldaProduction),MFreqShifter,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFreqShifter.vst3,c:\program files\common files\vst3\meldaproduction\modulation\mfreqshifter.vst3,False,True,Modulation/FrequencyShifter,True,False,True
728,VST3: MFreqShifterMB (MeldaProduction),MFreqShifterMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFreqShifterMB.vst3,c:\program files\common files\vst3\meldaproduction\modulation\mfreqshiftermb.vst3,False,True,Modulation/FrequencyShifter,True,False,True
729,VST: MFreqShifterMB (MeldaProduction),MFreqShifterMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MFreqShifterMB.dll,c:\program files\vstplugins\meldaproduction\modulation\mfreqshiftermb.dll,False,True,Modulation/FrequencyShifter,True,False,True
730,VST3: MGranularMB (MeldaProduction),MGranularMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Time\MGranularMB.vst3,c:\program files\common files\vst3\meldaproduction\time\mgranularmb.vst3,False,True,Time/GranularProcessor,True,True,False
731,VST: MGranularMB (MeldaProduction),MGranularMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Time\MGranularMB.dll,c:\program files\vstplugins\meldaproduction\time\mgranularmb.dll,False,True,Time/GranularProcessor,True,True,False
732,VST3: MGuitarArchitect (MeldaProduction),MGuitarArchitect,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\MGuitarArchitect.vst3,c:\program files\common files\vst3\meldaproduction\mguitararchitect.vst3,False,True,Utility/Routing,True,False,True
733,VST: MGuitarArchitect (MeldaProduction),MGuitarArchitect,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\MGuitarArchitect.dll,c:\program files\vstplugins\meldaproduction\mguitararchitect.dll,False,True,Utility/Routing,True,False,True
734,VST: MH Thump (Metric Halo),MH Thump,Metric Halo,VST,VST,False,True,VST3,False,C:\Program Files\Common Files\VST2\MH Thump.vst\Contents\x86_64-win\MH Thump.dll,c:\program files\common files\vst2\mh thump.vst\contents\x86_64-win\mh thump.dll,True,True,Generator/Noise,True,False,True
735,VST3: MH Thump (Metric Halo),MH Thump,Metric Halo,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MH Thump.vst3\Contents\x86_64-win\MH Thump.vst3,c:\program files\common files\vst3\mh thump.vst3,True,False,Generator/Noise,True,False,True
736,VST3: MHarmonizerMB (MeldaProduction),MHarmonizerMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Pitch Shift\MHarmonizerMB.vst3,c:\program files\common files\vst3\meldaproduction\pitch shift\mharmonizermb.vst3,False,True,Pitch/Correction_Shift,True,False,True
737,VST: MHarmonizerMB (MeldaProduction),MHarmonizerMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Pitch Shift\MHarmonizerMB.dll,c:\program files\vstplugins\meldaproduction\pitch shift\mharmonizermb.dll,False,True,Pitch/Correction_Shift,True,False,True
738,VST: MIAFat (MIA Laboratories),MIAFat,MIA Laboratories,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\MiaLaboratories\MIAFat.dll,c:\program files\common files\vst2\mialaboratories\miafat.dll,False,True,Utility/LowEndEnhancer,True,True,False
739,VST: MIAMuscle (MIA Laboratories),MIAMuscle,MIA Laboratories,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\MiaLaboratories\MIAMuscle.dll,c:\program files\common files\vst2\mialaboratories\miamuscle.dll,False,True,Utility/Routing,True,False,True
740,VST: MidAmp (airwindows),MidAmp,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\MidAmp64.dll,c:\program files\common files\vst2\airwindows\midamp64.dll,False,True,Amp/Amp,True,False,True
741,VSTi: MidiKeySwitcher (4drX),MidiKeySwitcher (4drX),,VSTI,VSTI,False,False,VST,True,C:\Program Files\Common Files\VST2\MidiKeySwitcher.x64.dll,c:\program files\common files\vst2\midikeyswitcher.x64.dll,False,True,MIDI/KeySwitch,True,True,False
742,VST: MidSide (airwindows),MidSide,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\MidSide64.dll,c:\program files\common files\vst2\airwindows\midside64.dll,False,True,Saturation/General,True,False,True
743,VST3: MJUCjr (Klanghelm),MJUCjr,Klanghelm,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\MJUCjr.vst3,c:\program files\common files\vst3\mjucjr.vst3,False,True,Dynamics/Compressor,True,False,True
744,VST: MLimiterMB (MeldaProduction),MLimiterMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Dynamics\MLimiterMB.dll,c:\program files\vstplugins\meldaproduction\dynamics\mlimitermb.dll,False,True,Dynamics/Limiter,True,False,True
745,VST3: MLimiterMB (MeldaProduction),MLimiterMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MLimiterMB.vst3,c:\program files\common files\vst3\meldaproduction\dynamics\mlimitermb.vst3,False,True,Dynamics/Limiter,True,False,True
746,VST3: MLimiterX (MeldaProduction),MLimiterX,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MLimiterX.vst3,c:\program files\common files\vst3\meldaproduction\dynamics\mlimiterx.vst3,False,True,Dynamics/Limiter,True,False,True
747,VST: MLimiterX (MeldaProduction),MLimiterX,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Dynamics\MLimiterX.dll,c:\program files\vstplugins\meldaproduction\dynamics\mlimiterx.dll,False,True,Dynamics/Limiter,True,False,True
748,VST3: MLoudnessAnalyzer (MeldaProduction),MLoudnessAnalyzer,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MLoudnessAnalyzer.vst3,c:\program files\common files\vst3\meldaproduction\tools\mloudnessanalyzer.vst3,False,True,Analysis/Metering,True,False,True
749,VST: MLoudnessAnalyzer (MeldaProduction),MLoudnessAnalyzer,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MLoudnessAnalyzer.dll,c:\program files\vstplugins\meldaproduction\tools\mloudnessanalyzer.dll,False,True,Analysis/Metering,True,False,True
750,VST3: MMatcher (MeldaProduction),MMatcher,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMatcher.vst3,c:\program files\common files\vst3\meldaproduction\tools\mmatcher.vst3,False,True,EQ/Parametric,True,True,False
751,VST: MMatcher (MeldaProduction),MMatcher,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MMatcher.dll,c:\program files\vstplugins\meldaproduction\tools\mmatcher.dll,False,True,EQ/Parametric,True,True,False
752,VST3: MMetronome (MeldaProduction),MMetronome,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMetronome.vst3,c:\program files\common files\vst3\meldaproduction\tools\mmetronome.vst3,False,True,Utility/Tempo,True,True,False
753,VST: MMetronome (MeldaProduction),MMetronome,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MMetronome.dll,c:\program files\vstplugins\meldaproduction\tools\mmetronome.dll,False,True,Utility/Tempo,True,True,False
754,VST3: MMicSim (MeldaProduction),MMicSim,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMicSim.vst3,c:\program files\common files\vst3\meldaproduction\tools\mmicsim.vst3,False,True,Saturation/Console_Channel,True,False,True
755,VST: MMicSim (MeldaProduction),MMicSim,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MMicSim.dll,c:\program files\vstplugins\meldaproduction\tools\mmicsim.dll,False,True,Saturation/Console_Channel,True,False,True
756,VST: MModernCompressor (MeldaProduction),MModernCompressor,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Dynamics\MModernCompressor.dll,c:\program files\vstplugins\meldaproduction\dynamics\mmoderncompressor.dll,False,True,Dynamics/Compressor,True,False,True
757,VST3: MModernCompressor (MeldaProduction),MModernCompressor,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MModernCompressor.vst3,c:\program files\common files\vst3\meldaproduction\dynamics\mmoderncompressor.vst3,False,True,Dynamics/Compressor,True,False,True
758,VST: MMorph (MeldaProduction),MMorph,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\MMorph.dll,c:\program files\vstplugins\meldaproduction\mmorph.dll,False,True,Modulation/Morph,True,True,False
759,VST3: MMorph (MeldaProduction),MMorph,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\MMorph.vst3,c:\program files\common files\vst3\meldaproduction\mmorph.vst3,False,True,Modulation/Morph,True,True,False
760,VST: MMultiAnalyzer (MeldaProduction),MMultiAnalyzer,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MMultiAnalyzer.dll,c:\program files\vstplugins\meldaproduction\tools\mmultianalyzer.dll,False,True,Analysis/Metering,True,False,True
761,VST3: MMultiAnalyzer (MeldaProduction),MMultiAnalyzer,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMultiAnalyzer.vst3,c:\program files\common files\vst3\meldaproduction\tools\mmultianalyzer.vst3,False,True,Analysis/Metering,True,False,True
762,VST3i: MNDALA 2 (MNTRA),MNDALA 2,MNTRA,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\MNDALA 2.vst3,c:\program files\common files\vst3\mndala 2.vst3,False,True,Instrument/Sampler/Engine,True,False,True
763,VST3: MNoiseGenerator (MeldaProduction),MNoiseGenerator,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MNoiseGenerator.vst3,c:\program files\common files\vst3\meldaproduction\tools\mnoisegenerator.vst3,False,True,Generator/Noise,True,True,False
764,VST: MNoiseGenerator (MeldaProduction),MNoiseGenerator,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MNoiseGenerator.dll,c:\program files\vstplugins\meldaproduction\tools\mnoisegenerator.dll,False,True,Generator/Noise,True,True,False
765,VST3: MNotepad (MeldaProduction),MNotepad,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MNotepad.vst3,c:\program files\common files\vst3\meldaproduction\tools\mnotepad.vst3,False,True,Utility/Monitoring,True,False,True
766,VST: MNotepad (MeldaProduction),MNotepad,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MNotepad.dll,c:\program files\vstplugins\meldaproduction\tools\mnotepad.dll,False,True,Utility/Monitoring,True,False,True
767,VST: Mobilohm (Ohm Force),Mobilohm,Ohm Force,VST,VST,False,False,VST,True,C:\Program Files\VSTPlugins\Mobilohm_vstwin_x64.dll,c:\program files\vstplugins\mobilohm_vstwin_x64.dll,False,True,Modulation/Phaser,True,True,False
768,VST: Mojo (airwindows),Mojo,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Mojo64.dll,c:\program files\common files\vst2\airwindows\mojo64.dll,False,True,Distortion/Overdrive,True,False,True
769,VST: Molot (Vladislav Goncharov),Molot,Vladislav Goncharov,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST3\Molot03-x64.dll,c:\program files\common files\vst3\molot03-x64.dll,False,True,Dynamics/Compressor,True,True,False
770,VSTi: Momentum (Big Fish Audio) (32 out),Momentum,Big Fish Audio,VSTI,VSTI,False,True,VST3,False,C:\Program Files\VSTPlugins\Big Fish Audio\Momentum.dll,c:\program files\vstplugins\big fish audio\momentum.dll,False,True,Instrument/Sampler,True,False,True
771,VST3i: Momentum (Big Fish Audio) (32 out),Momentum,Big Fish Audio,VST3I,VST3I,False,True,VST3,True,C:\Program Files\Common Files\VST3\Momentum.vst3,c:\program files\common files\vst3\momentum.vst3,False,True,Instrument/Sampler,True,False,True
772,VST3: Monitor-X (Duarte Vinagre),Monitor-X,Duarte Vinagre,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Diagnostic Studio\Monitor-X\Monitor-X.vst3,c:\program files\common files\vst3\diagnostic studio\monitor-x\monitor-x.vst3,False,True,Utility/Monitoring,True,False,True
773,VST: Monitoring (airwindows),Monitoring,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Monitoring64.dll,c:\program files\common files\vst2\airwindows\monitoring64.dll,False,True,Analysis/Metering,True,False,True
774,VST: Monitoring2 (airwindows),Monitoring2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Monitoring264.dll,c:\program files\common files\vst2\airwindows\monitoring264.dll,False,True,Analysis/Metering,True,False,True
775,VST: Monitoring3 (airwindows),Monitoring3,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Monitoring364.dll,c:\program files\common files\vst2\airwindows\monitoring364.dll,False,True,Analysis/Metering,True,False,True
776,VST: MoNoam (airwindows),MoNoam,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\MoNoam64.dll,c:\program files\common files\vst2\airwindows\monoam64.dll,False,True,Saturation/General,True,False,True
777,VST3: Moon Echo (AudioThing),Moon Echo,AudioThing,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\MoonEcho.vst3,c:\program files\common files\vst3\moonecho.vst3,False,True,Delay/Echo,True,False,True
778,VST: MOscillator (MeldaProduction),MOscillator,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MOscillator.dll,c:\program files\vstplugins\meldaproduction\tools\moscillator.dll,False,True,Analysis/Generator_Tone,True,True,False
779,VST3: MOscillator (MeldaProduction),MOscillator,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MOscillator.vst3,c:\program files\common files\vst3\meldaproduction\tools\moscillator.vst3,False,True,Analysis/Generator_Tone,True,True,False
780,VST3: MOscilloscope (MeldaProduction),MOscilloscope,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MOscilloscope.vst3,c:\program files\common files\vst3\meldaproduction\tools\moscilloscope.vst3,False,True,Analysis/Metering,True,False,True
781,VST: MOscilloscope (MeldaProduction),MOscilloscope,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MOscilloscope.dll,c:\program files\vstplugins\meldaproduction\tools\moscilloscope.dll,False,True,Analysis/Metering,True,False,True
782,VST3: MPhaser (MeldaProduction),MPhaser,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MPhaser.vst3,c:\program files\common files\vst3\meldaproduction\modulation\mphaser.vst3,False,True,Modulation/Phaser,True,False,True
783,VST: MPhaser (MeldaProduction),MPhaser,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MPhaser.dll,c:\program files\vstplugins\meldaproduction\modulation\mphaser.dll,False,True,Modulation/Phaser,True,False,True
784,VST3: MPhaserMB (MeldaProduction),MPhaserMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MPhaserMB.vst3,c:\program files\common files\vst3\meldaproduction\modulation\mphasermb.vst3,False,True,Modulation/Phaser,True,False,True
785,VST: MPhaserMB (MeldaProduction),MPhaserMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MPhaserMB.dll,c:\program files\vstplugins\meldaproduction\modulation\mphasermb.dll,False,True,Modulation/Phaser,True,False,True
786,VST: MPhatik (MeldaProduction),MPhatik,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Dynamics\MPhatik.dll,c:\program files\vstplugins\meldaproduction\dynamics\mphatik.dll,False,True,MultiFX,True,False,True
787,VST3: MPhatik (MeldaProduction),MPhatik,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MPhatik.vst3,c:\program files\common files\vst3\meldaproduction\dynamics\mphatik.vst3,False,True,MultiFX,True,False,True
788,VST: MPolySaturator (MeldaProduction),MPolySaturator,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\MPolySaturator.dll,c:\program files\vstplugins\meldaproduction\mpolysaturator.dll,False,True,Saturation/General,True,False,True
789,VST3: MPolySaturator (MeldaProduction),MPolySaturator,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\MPolySaturator.vst3,c:\program files\common files\vst3\meldaproduction\mpolysaturator.vst3,False,True,Saturation/General,True,False,True
790,VST3i: MPowerSynth (MeldaProduction),MPowerSynth,MeldaProduction,VST3I,VST3I,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\MPowerSynth.vst3,c:\program files\common files\vst3\meldaproduction\mpowersynth.vst3,False,True,Instrument/Synth/Subtractive_VA,True,False,True
791,VSTi: MPowerSynth (MeldaProduction),MPowerSynth,MeldaProduction,VSTI,VSTI,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\MPowerSynth.dll,c:\program files\vstplugins\meldaproduction\mpowersynth.dll,False,True,Instrument/Synth/Subtractive_VA,True,False,True
792,VST: MRatio (MeldaProduction),MRatio,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MRatio.dll,c:\program files\vstplugins\meldaproduction\tools\mratio.dll,False,True,Dynamics/Compressor,True,False,True
793,VST3: MRatio (MeldaProduction),MRatio,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MRatio.vst3,c:\program files\common files\vst3\meldaproduction\tools\mratio.vst3,False,True,Dynamics/Compressor,True,False,True
794,VST3: MRatioMB (MeldaProduction),MRatioMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MRatioMB.vst3,c:\program files\common files\vst3\meldaproduction\tools\mratiomb.vst3,False,True,Dynamics/Compressor,True,False,True
795,VST: MRatioMB (MeldaProduction),MRatioMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MRatioMB.dll,c:\program files\vstplugins\meldaproduction\tools\mratiomb.dll,False,True,Dynamics/Compressor,True,False,True
796,VST: MRecorder (MeldaProduction),MRecorder,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Tools\MRecorder.dll,c:\program files\vstplugins\meldaproduction\tools\mrecorder.dll,False,True,Utility/Monitoring,True,False,True
797,VST3: MRecorder (MeldaProduction),MRecorder,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MRecorder.vst3,c:\program files\common files\vst3\meldaproduction\tools\mrecorder.vst3,False,True,Utility/Monitoring,True,False,True
798,VST: MReverb (MeldaProduction),MReverb,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Reverb\MReverb.dll,c:\program files\vstplugins\meldaproduction\reverb\mreverb.dll,False,True,Reverb/Algorithmic,True,False,True
799,VST3: MReverb (MeldaProduction),MReverb,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MReverb.vst3,c:\program files\common files\vst3\meldaproduction\reverb\mreverb.vst3,False,True,Reverb/Algorithmic,True,False,True
800,VST: MReverbMB (MeldaProduction),MReverbMB,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Reverb\MReverbMB.dll,c:\program files\vstplugins\meldaproduction\reverb\mreverbmb.dll,False,True,Reverb/Algorithmic,True,False,True
801,VST3: MReverbMB (MeldaProduction),MReverbMB,MeldaProduction,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MReverbMB.vst3,c:\program files\common files\vst3\meldaproduction\reverb\mreverbmb.vst3,False,True,Reverb/Algorithmic,True,False,True
802,VST: MRhythmizer (MeldaProduction),MRhythmizer,MeldaProduction,VST,VST,False,True,VST3,False,C:\Program Files\VSTPlugins\MeldaProduction\Time\MRhythmizer.dll,c:\program files\vstplugins\meldaproduction\time\mrhythmizer.dll,False,True,TimeFX/Glitch_Stutter,True,False,True
